,data,label
20270,"Wer das Fleisch nicht mehr rosa mag, sollte die Grillzeit etwas verlängern.",1
2097,"Die Birnen vierteln, das Kerngehäuse entfernen, schälen, würfeln und im Bratfett kurz dünsten.",1
19748,Dazu passt gut ein grüner Salat.,0
15746,"Wir essen das meistens so als schnelles Abendessen, wenn Beilage notwendig wäre, würde ich dazu Reis empfehlen.",0
15172,Pesto rosso:,0
1537,Zuletzt den geriebenen Käse darüber geben.,1
17385,Dazu passt Zitronensauce.,0
17528,Dazu passt Salat oder mediterranes Gemüse (z. B. Zucchinipfanne) und Basmatireis.,0
20055,Auch hier muss nicht am Salz gespart werden.,0
2885,Je nach gewünschtem Bräunungsgrad die Garnelen fertig braten.,1
19786,Das sieht eher aus wie ein flüssiges Püree und so soll es auch sein.,0
20081,Ich habe dazu knusprige Kartoffelwürfel und Bohnensalat serviert.,0
111,Das Delikatessbrühepulver hinzugeben und die Würzmischung ist fertig.,1
20337,Kann auch mit Zimt und Zucker serviert werden und eventuell einem Stück Butter.,0
19856,Abschmecken mit Paprikapulver und etwas Currypulver.,1
3899,Zwiebeln in Ringe schneiden und zu den Kartoffeln geben.,1
5525,"Die Zwiebel schälen, in grobe Stücke schneiden und die Hälfte davon zur Marinade geben.",1
20205,Diese Rezeptmenge schaffen wir problemlos zu viert.,0
15148,Dazu passt Apfelkompott oder Salat.,0
16515,Dazu passt Rosenkohl und Klöße (oder nach Geschmack),0
17828,Dazu passt Reis oder Couscous.,0
19639,Nach meinen Erfahrungen ist die benötigte Wassermenge sehr vom Mehl abhängig.,0
5945,Anschließend alles zusammen anrichten.,1
11039,Nun in einer großen (!) Pfanne mit hohem Rand portionsweise die Filetstreifen in sehr heißem Butterschmalz kurz und stark anbraten(Tipp: Sie vorher mit Mehl zu bestäuben oder darin zu wälzen sorgt beim Braten für schöne Bräunung),0
14065,"Tipp: Man kann alternativ auch ungekochte Tortellini verwenden, diese dann bitte vorher nach Vorschrift kochen.",0
1999,Kräuter der Provence und Salz dazugeben.,1
19549,"Das ""Grün"" vor dem Wort Donnerstag kommt übrigens nicht von der Farbe, sondern von ""Greinen"", d.h. weinen (z. B. auch beim Zwiebelschneiden).",0
18340,Dazu passt Kompott.,0
14851,Dazu passt frisches Marktgemüse und Kartoffelgratin.,0
20345,"Wenn das Fladenbrot fertig gebacken ist, dieses mit dem Gemüse und dem Hähnchen befüllen und mit der Joghurtsoße übergießen, zusammenklappen und schon habt ihr einen gesunden, cleanen und leckeren Döner!",1
3977,"Den Wein und die Sahne dazugeben, kurz aufkochen lassen.",1
6113,Vorher die Gans mit etwas eiskaltem Wasser bepinseln.,1
20412,Allerdings sollte das Gemüse noch Biss haben.,0
18823,Als Beilage passt Basmatireis sehr gut dazu.,0
389,"Mit dem Kohlwasser angießen, so dass eine Sauce entsteht.",1
515,"Die Tofustücke nebeneinanderlegen, dann mit Sojasoße auffüllen, bis der Tofu fast bis zur Hälfte darin schwimmt.",1
14237,Dazu passt Baguette.,0
18301,Dazu passt am besten Langkornreis.,0
795,Fein gehackte Zwiebeln anrösten.,1
15785,"(Bei Bedarf kann noch mehr gelöste Speisestärke oder Wasser dazugegeben werden, bis die gewünschte Konsistenz erreicht ist, - das ist Geschmackssache)!",0
3065,Bei starker Hitze in 1 El heißem Butterschmalz auf jeder Seite 1 Min. braten.,1
20454,Ansonsten wird das Alaska-Seelachs-Filet mit Zitrone und Rosmarin gewürzt und in Öl ausgebraten.,1
2881,"Rouille:Paprika putzen, vierteln und bei Oberhitze im Backofen gratinieren, bis sich die Schale schwarz färbt.",1
19630,Dazu passt gut ein Kartoffelpüree mit Trüffeln oder auch eine Polenta.,0
19761,Der fertige Kohl sollte eine sämige Konsistenz haben,0
20100,Kann als Beilage zu Steaks gereicht werden oder auch als Hauptgericht.,0
4091,Beides zusammen mit Brühe und Lorbeerblättern in einen großen Topf geben.,1
19729,Eine Quiche-Form mit Öl einfetten.,1
17174,Eine Küchenmaschine oder Reibe vereinfacht diese Prozedur.,0
875,Die Pflaumen abgießen.,1
19957,Tipp: Schön gelb wird der Reis durch Kurkuma im Kochwasser.,0
19378,Dazu passt ein trockener Weißwein (z.B. Blanchet).,0
3905,"Frühlingszwiebeln putzen, waschen und schräg in feine Ringe schneiden.",1
14808,Nach Belieben noch einen Hauch Cayennepfeffer drangeben.,1
13912,Zwiebeln und Knoblauch für das Risotto schälen und zerkleinern.,1
18980,Die Pizza Muffins schmecken warm und kalt.,0
81,"Fisch herausnehmen, die Brühe durch ein Sieb geben und mit Wasser auf 600 ml Flüssigkeit auffüllen.",1
13886,Tipp:Die Klöße mit Bröselbutter übergießen.,0
20116,"Die Hände in das Essigwasser tauchen, damit der Reis nicht daran klebt.",1
19594,Dazu gibt es Vanillesauce!,0
17202,"das Fleisch gut durchgebraten ist, beginnt das Schichten:",0
2055,Die Hasenfiles mit Klarsichtfolie bedecken und zur Roulade platieren.,1
3641,Vorsichtig mischen.,1
5933,Schalotte und Knoblauch fein würfeln.,1
1117,Kurz vor Ende den rohen Schinken auf dem Kuchen verteilen.,1
20057,Sonst fallen sie zusammen und werden speckig.,0
1325,"Die Salsa und die Marinade bereiten (Zutaten stehen nicht oben und werden hier genannt):Salsa: Aus 4 gehäuteten und kleingewürfelten Strauchtomaten, 1 gehackten Frühlingszwiebel, frisch gehacktem Koriander, Limonensaft, frisch geriebenem Knoblauch und etwas Tabasco eine Salsa herstellen und in den Kühlschrank stellen.",1
5585,Die Kräuter unterrühren.,1
14780,"Die Würstchen der Länge nach tief einschneiden, aber so, dass sie an beiden Enden noch zusammenhängen.",1
761,"Das gebratene Fleisch aus dem Wok nehmen, das Öl bis auf einen Rest (ca. 5 EL) abgießen.",1
16790,(Tipp: ihr braucht nur die leere Tomato al Gusto Packung mit Wasser auffüllen – dies entspricht nämlich 400 ml),0
4013,"In das Mehl eine Kuhle drücken, die Hefemilch hineingießen und mit einer Gabel mit etwas Mehl anrühren.",1
15516,Tipp: Sehr fein sind auch die Lebern von Ente oder Puter.,0
19822,"Sollte ein Rest bleiben, dieser ist am nächsten Tag noch köstlicher.",0
1433,Alles noch einmal kurz aufkochen lassen.,1
19577,Eher weniger.,0
347,Den Topf vom Herd ziehen und den Grieß unter Rühren einstreuen.,1
20156,Mit Zimtzucker oder mit Apfelmus und Schlagsahne servieren.,1
14052,"Bevor man anfängt, wird der Ofen auf 180°C Ober- und Unterhitze vorgeheizt.",1
17902,"Wer keine Küchenmaschine hat, kann auch den Pürierstab nehmen.",0
19826,Dieses Gericht hat ca. 11 Punkte (WW).,0
923,"Nackenbraten mit Salz und Pfeffer würzen, danach in Öl anbraten, etwas Wasser zugeben und ca. 1 Std. schmoren lassen.",1
18798,"Tipp: Je länger der Salat durchzieht, umso kräftiger wird er.",0
2209,"Die gewürfelten Möhren und Kartoffeln in heißem Schmalz kurz schmoren, würzen und mit Wasser ablöschen.",1
20016,Dazu Bratkartoffeln.,0
19760,"Man kann diese Arbeit auch schon am Tag zuvor machen, denn aufgewärmt schmeckt Grünkohl noch besser.",0
2559,Überbackene Kalbsschnitzel mit der Sauce auf Tellern anrichten.,1
17566,"Man sollte mal wieder einen Versuch starten, seine Großeltern von der Steckrübe wieder zu überzeugen, denn diese Suppe eignet sich gut dafür.",0
2195,"Die Möhren dazugeben, verrühren und 15 - 20 Minuten köcheln lassen.",1
20377,Das Sauerkraut extra reichen.,1
1571,Dann herausnehmen und sehr klein schneiden.,1
3203,Vor dem Servieren mit gehackter Petersilie überstreuen.,1
5849,"Heiße Kirschen in eine Schüssel füllen und mit dem Schmand ""locker"" vermischen, so dass es ""rot/weiß"" aussieht.",1
6053,Käse fein würfeln.,1
14248,Dazu passen geriebener Parmesankäse und Bauernbrot,0
14577,Dazu passt sehr gut Feldsalat.,0
19939,Gut macht sich auch eine Garnitur aus kurz angebratenen Paprika und Tomaten.,0
2129,"Die Mayonnaise mit dem Öl, Essig und dem Eigelb vermischen und unter den Salat mischen.",1
17426,Auf einem heißen Wasserbad dickcremig aufschlagen.,1
669,"Für die Marinade Öl, Essig und Tomatenketchup verrühren und mit Cayennepfeffer und Salz pikant abschmecken.",1
167,In einer Pfanne 2 EL Olivenöl erhitzen.,1
18070,"Wer gerne Einlage in der Suppe mag, kann nun ein wenig Kartoffeln und Möhrenstücke herausfischen und später wieder zufügen.",1
20375,"Das Gericht ist gerade für Menues mit mehreren Gängen ideal, da es Zeit für andere Arbeiten lässt.",0
1411,Das Fett erhitzen.,1
19942,Die zarten krausen Grünkohlspitzen und die kleinsten Blätter abzupfen und mehrfach gründlichst abwaschen,1
20455,Es kann aber auch jedes andere Fischfilet dazu verwendet werden.,0
3173,"Pfannkuchen aufrollen, in Scheiben schneiden und in eine feuerfeste Form legen.",1
20117,Die Klinge nach jedem Schnitt erneut mit dem Tuch befeuchten.,1
4133,Die Tomaten entkernen und würfeln.,1
2965,Das Fleisch in feine dünne Streifen schneiden (ca. 1 x 5 cm).,1
15946,"Dazu passen: Weißbrot und verschiedene Würzsaucen, wie Currysauce, Cumberlandsauce, Salsa....",0
18833,Dazu passt sehr gut Ciabatta.,0
17584,Sellerie passt zum Beispiel auch super oder Käseraspel.,0
5897,Im Sieb abgießen und abtropfen lassen.,1
16876,"Tipp: Man kann auch zum Schluss die Kruste mit Salzwasser bepinseln, dadurch wird sie schön knackig.",0
13562,"Zunächst eine Lage Äpfel hineinlegen, darüber Fleisch, dann wieder Apfelringe und so weiter.",1
20296,Dies ist die ägyptische Variante des Rezepts.,0
19526,Mit fettreduziertem Käse oder Hüttenkäse,0
14724,Wichtig: Die Schnitzel müssen sofort nach dem Panieren ins Fett.,0
20416,"Als Beilage genügt ein frisches Baguette, da das Gericht für sich schon sehr aromatisch ist.",0
611,1 Portion Äpfel und etwas Butterfett dazugeben und kurz braten.,1
4067,"Die Schnitzel nacheinander zuerst im Mehl, dann im Ei und anschließend im Paniermehl wenden",1
20006,Bei 58°C ist das Fleisch „medium well“.,0
19935,"Wenn die Crêpes als Dessert gereicht werden, reicht die Menge auch für 4 Personen.",0
2333,Abgekühlt mit den übrigen Zutaten mischen und würzen.,1
2861,"Eine Kelle erwärmen, den restlichen Cognac nach und nach in die Kelle geben, anzünden und brennend über die Steaks geben.",1
20380,"Wenn die Eiermasse gestockt ist, ist der Bauernschmaus gar.",0
13865,Dazu passt ein frisches Baguette.,0
1661,"EL Sesamöl in einem Wok erhitzen und das marinierte Fleisch unter Rühren darin etwa 5 Minuten braten, dann aus dem Wok nehmen und warm halten.",1
1285,Tomaten blanchieren und häuten.,1
19673,"Habe mich vorher immer sehr schwer mit dem Formen der Klöße getan, da der Teig doch sehr klebrig ist.",0
20245,Auf Schaschlikspieße aufreihenBei schwacher Hitze,1
16189,"Tipp: Wer mag, kann mit einen Klecks Sauerrahm oder Crème fraîche in die Suppe geben.",0
3527,Ich tue die Nudeln in eine große Schüssel und dann die ganze Soße drüber.,1
17622,Mit frischem Baguette an heißen Tagen ein Hochgenuss.,0
17244,"Auch kurzgebratenes Puten- oder Hühnchenfleisch schmeckt, unter die fertige Pfanne gerührt, sehr fein.",0
18490,Als Beilage passt am besten Reis.,0
19716,Auflaufform dick einfetten.,1
2923,Den Salat waschen in mundgerechte Stücke zupfen.,1
19699,"Übrigens: Opas ""Geheimzutat"" war ein zusätzlicher Spritzer Maggi - aber das ist natürlich Geschmackssache.",0
823,Mit den restlichen Zutaten vermengen.,1
1871,"Die Brühe angießen und erhitzen, aber nicht kochen lassen.",1
3935,Die Taschen damit bestreichen.,1
1901,"Basilikum, bis auf einige Blättchen zum Garnieren, fein schneiden und unter den Quark mischen.",1
19283,Dazu passt ein frisches Baguette und ein leichter Weißwein.,0
17258,TIPP:Kartoffelröstis dazu servieren,0
19488,Dazu passt gut Senfsahne oder Meerrettichcreme.,0
19741,"Uns schmeckt am besten lockerer Basmatireis dazu, es passen aber auch Kartöffelchen oder Nudeln.",0
6017,"Die Zwiebeln kommen mit einem kleinen Glas Weißwein und etwas Kümmel in einen Topf, der in die Glut gestellt wird.",1
1467,Dann das Mehl einmengen.,1
220,Die Petersilie hacken.,1
15871,Zu diesem leichten sommerlichen Essen passt ein schöner Gurkensalat oder ein feiner Tomatensalat.,0
19330,Dazu gibt es noch Salat und Brot.,0
2279,Mit Tunfisch und dem gegarten Reis vermengen.,1
17065,Tipp: Man kann auch hart gekochte Eier dazu essen.,0
20005,Bei einer Kerntemperatur von 54°C ist das Fleisch „medium“.,0
907,Die Filets auf dem Spargel anrichten und die Sauce Hollandaise angießen,1
1159,"Sauerrahm, Weizenmehl und Zwiebel unter die Kartoffeln mischen.",1
16403,Tipp:Pfannkuchen können bei 80 Grad im Ofen warmgehalten werden.,0
2951,"Die Zucchini in kleine Würfel schneiden, den Knoblauch abziehen und in hauchdünne Scheiben schneiden (hacken geht auch).",1
5549,Die Gnocchi nach Packungsbeschreibung garen und abgießen.,1
791,Im vorgeheizten Backofen bei 225 °C 15 Minuten goldbraun backen lassen.,1
19645,Ich habe noch eine Scheibe Schinken gebraten und dazu gereicht.,0
19831,"Wer keinen Zitronenthymian hat, kann auch normalen nehmen und etwas abgeriebene Zitronenschale mit ins Hackfleisch geben.",0
20207,Nach kurzem Abkühlen die Minze (am besten frische) unterrühren.,1
20210,"Das zweite Teigblatt darüber decken, rund ausstechen, die Ränder andrücken.",1
3689,Aus dem Ofen nehmen und mit Petersilie bestreuen.,1
19553,"Da das Essen dann kalt ist, verlängert sich die Ofenzeit um ca. 10 Min.",0
2321,"Mit etwas geriebenem Parmesan bestreuen und im vorgeheizten Ofen, bei 170 Grad Umluft ca. 15 - 20 Minuten backen, bis sie leicht braun werden.",1
2585,"In der Zwischenzeit mit den Eiern, Milch und Mehl einen zähflüssigen Teig herstellen (etwas fester als Pfannkuchenteig) und einen Schuss Mineralwasser dazugeben.",1
16529,"Tipp:Dieses Gericht braucht kein Wasser, aber mit dem Öl sollte man sich ans Rezept halten.",0
19695,Die spezielle Mischung der Zutaten gibt dieser Gemüsesuppe einen ganz besonders leckeren Geschmack.,0
13770,Tipp:Sollte am Vortag zubereitet werden.,0
19649,"Dazu passt z. B. ein frischer Salat oder aber auch ein gemischter bayerischer Salatteller, bestehend aus bayerischem Kartoffelsalat, Weißkraut mit Speckwürfelchen, Kopfsalat, Tomate, Gurken und geraspeltem Radi und Möhren.",0
13954,"Das bedeutet, dass geschält etwa 50-60 g reines Fleisch pro Tier übrig bleiben.",0
14556,"Die Suppe lässt sich teilweise allerdings sehr schwierig löffeln, so dass es sich anbietet, die Zwiebeln zu halbieren oder zu vierteln und dann in feine Ringe zu schneiden oder zu hobeln.",0
17328,Achtung - der Couscous zieht viel Flüssigkeit und Würze.,0
16965,Dazu passt z. B. ein leichter Nudelsalat.,0
19998,"Dazu passen selbstgemachte Spätzle, Kartoffelknödel und ein Karottensalat mit einer Sauce mit einem Hauch Honig.",0
18675,"Tipp:Ein zweites Blech darauf legen, damit die Oberfläche nicht verbrennt.",0
17370,150 bis 200 ml Milch sollten hierfür genügen.,0
1425,Die Wurzeln in die Soße geben und weich kochen.,1
14580,"Tipp: Man kann auch mit anderen Gemüsesorten variieren - einfach das nehmen, was gerade da ist (z. B. TK Karotten und Erbsen usw.).Den",0
20365,"Die gewaschenen Auberginen als Fächer aufschneiden, sodass sie an den Stielenden noch zusammen hängen.",1
17011,"Tipp: Wer den süßen Geschmack von Kerbel im Kartoffelsalat nicht mag sollte einfach eine Kräutermischung aus Petersilie, Schnittlauch, viel Kresse, etwas Borretsch und Pimpinelle zusammenstellen.",0
15396,"Die Margarine sollte weich, aber nicht geschmolzen sein.",0
15,Mit Salz und Pfeffer würzen.,1
16589,"Tipp: Ich füge immer noch ein wenig getrocknete und geraspelte Chili zur Sahnesauce, dann bekommt das Ganze etwas Pfiff.",0
16313,"Als Beilage passt Basmatireis oder ein anderer Duftreis, Kartoffeln gehen auch oder einfach nur Baguette.",0
19859,Die knackig braun gewordene Kürbisschale kann mitgegessen werden!,0
1493,Die in Scheiben geschnittenen Würstchen im verbliebenen Öl anbraten und zur Suppe geben.,1
20145,Beim Einlegen zwischen die Kammscheiben Zwiebelringe schichten.,1
16894,"kleiner Tipp: ""Durotschka"" hat ein sehr gutes Rezept für ""Brötchen für Hamburger"" eingestellt, das ich nur empfehlen kann.",0
18584,Dazu passt Schlagsahne oder Vanilleeis.,0
804,Backofen auf 200 Grad vorheizen.,1
1031,Derweil die Sahne mit Tomatenmark gut verrühren und schließlich mit in die Pfanne geben.,1
19974,Die Tortillas im Backofen oder in der Mikrowelle wie auf der Verpackung beschrieben aufwärmen.,1
15806,Als weitere Beilage passt ein Rucolasalat mit einer Dattel-Balsamico-Creme und frischem Parmesan.,0
16740,Dazu schmecken Kartoffeln.,0
20086,Eventuell noch mit kalten Butterflöckchen binden.,1
19956,Frisches Baguette schmeckt dazu am Besten.,0
19668,Salzkartoffeln schmecken am Besten dazu.,0
14864,Gibt es bei jedem gut sortierten Türken.,0
20483,Im Kühlschrank hält er sich gut bis zum nächsten Tag.,0
13632,"Lachswürfel mit Zitronensaft und -schale, Salz, Pfeffer und Spinat vermengen.",1
4169,Nicht zu lange anbraten - nur leicht bräunen!,1
18182,Ein Sherry?,0
20265,Dazu passt ein Chicoree- oder Feldsalat mit einem Balsamicodressing.,0
1971,Den Puter im Bräter oder oder in der Saftpfanne in den heißen Ofen schieben und 30 Min. braten.,1
19675,(Vorsicht!,0
19545,Ein herrlicher Eintopf gerade im Winter.,0
20362,"Dabei sollten die Kartoffeln ganz trocken werden, damit möglichst wenig Grieß beigefügt werden muss.",0
16082,"Tipp: Wer mag, kann zum Schluss noch etwas Sahne dazugeben und kurz mit erwärmen, das gibt einen cremigen Geschmack.",0
19021,Dazu passt eine große Schüssel frischer Salat.,0
18712,"Dazu passt Salat, Chutney, Schnittlauchsauce, etc.",0
20009,Mit einem Teigschaber lässt sich der Bratensatz gut lösen.,0
19854,"Dazu passt Weißbrot oder, wer mag, Spätzle oder Bandnudeln.",0
16628,Ohne ist es eine Trennkost-Eiweißmahlzeit.,0
14900,Ein gekühlter guter Beaujolais passt besonders gut.,0
20297,In der libanesischen Küche wird anstatt Koriander und Dill ein Bund glatter Petersilie verwendet und die Fleischbällchen sind sehr viel kleiner.,0
3419,"Die Muscheln zugeben, zugedeckt bei mittlerer Hitze 5 - 10 Minuten garen, bis sich die Muscheln geöffnet haben.",1
14626,Der Boden sollte bedeckt sein.,0
18518,Schmeckt am besten lauwarm.,0
365,"Die Suppe vom Herd nehmen und mit jeweils einem Klecks Crème fraîche oder Joghurt, Koriandergrün und schwarzem Pfeffer servieren.",1
20347,"Wer einen großen möchte, einfach die doppelte Menge für den Teig nehmen.",0
154,Garnelen jetzt salzen und mit den übrigen Zutaten anrichten.,1
19377,Dazu passt frischer Tomatensalat.,0
15690,"Das Gericht muss nicht im Wok zubereitet werden, es geht genauso gut in einem breiten Topf, da es ""Suppencharakter"" hat.",0
19513,"Wichtig ist, dass das Wasser an diesem Punkt noch in Bewegung ist.",0
19651,Die Kartoffeln sollten gar sein und die Flüssigkeit aufgesogen haben.,0
3683,"Nach etwa 5 Minuten den Eierkuchen wenden (das geht am besten, indem man ihn auf einen großen Teller stürzt und anschließend zurück in die Pfanne gleiten lässt) und die zweite Seite in ebenfalls ca. 5 Minuten fertig braten.",1
19232,Das Gericht ist ideal als Gäste-Essen.,0
19162,"Tipp: Wenn man nur zwei Portionen braucht, nur die Hälfte der Spätzle in die Pfanne mit der Butter geben, den Rest ohne Fett im Kühlschrank aufbewahren und am nächsten Tag als Suppeneinlage verwenden.",0
19785,"Es passt auch gut mit Seezungenfilets, Lotte (Seeteufel) oder LachsDie Rote-Bete-Sauce:Rote Bete schälen und in kleine Würfel schneiden.",1
20235,Anmerkung: Chefkoch.de hat für dieses Video das Rezept von Userin youdid verwendet.,0
19149,Dazu passt zum Beispiel ein Risotto Milanese (mit Knochenmark und Safran) und Rotwein.,0
20378,"Beilage: Salzkartoffeln, Semmelknödelmit Erbsmus:Die Erbsen in 1 Liter Wasser über Nacht einweichen, am nächsten Tag im Einweichwasser gar kochen, stampfen oder pürieren und mit Salz (erst jetzt!), Pfeffer, etwas Bohnenkraut und Basilikum abschmecken.",0
6149,Im vorgeheizten Backofen bei 200°C Umluft ca. 30 Minuten garen.,1
14487,Dazu passt Reis sehr gut.,0
5021,"Spargel schälen, in Stücke schneiden und bissfest garen.",1
250,Die Honig-Röstzwiebeln auf die Champignon-Spätzle geben und servieren.,1
683,Den Teig noch mal kräftig mit den Händen durchkneten und auf das mit Backpapier ausgelegte Blech geben.,1
16404,"2 Töpfe mit je 2,5 kl.",0
17440,Durch den Rotwein ist der Braten außen schön dunkel und bleibt innen hell.,0
2433,"Das restliche Olivenöl in einem Topf erhitzen, die Zwiebel und den restlichen Knoblauch darin andünsten.",1
3483,Lauchscheiben und Petersilie unterrühren und nochmals mit etwas Salz und Pfeffer abschmecken,1
3021,Leber wieder dazugeben und ca. 5 Min. köcheln lassen.,1
15606,Die Gewürze können natürlich beliebig ergänzt werden.,1
19862,Bestenfalls sollten die Ränder etwas dicker bleiben.,0
15494,"Die Tortellini schmecken sehr gut zu Ragouts, Gulaschgerichten oder auch einfach alleine mit etwas Butter und Parmesan bestreut.",0
20194,Dazu passt am besten ein gut gekühlter halbtrockener Weißwein.,0
